,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
16539,Source of improved drinking water by households,Percent,Piped Water to yard/plot,Geita,TZA001025,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16550,Source of improved drinking water by households,Percent,Piped Water to yard/plot,Kigoma,TZA001016,2012,"NBS_Population and Housing Census, 2012_2013-2018",5.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16557,Source of improved drinking water by households,Percent,Tube well/ borehole,Lindi,TZA001008,2012,"NBS_Population and Housing Census, 2012_2013-2018",5.9,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16568,Source of improved drinking water by households,Percent,Protected dug well,Singida,TZA001013002,2012,"NBS_Population and Housing Census, 2012_2013-2018",6.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16571,Source of improved drinking water by households,Percent,Rain water collection,Arusha,TZA001002,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16576,Source of improved drinking water by households,Percent,Rain water collection,Geita,TZA001025001,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16594,Source of non improved drinking water by households,Percent,Non-Improved,Katavi,TZA001023,2012,"NBS_Population and Housing Census, 2012_2013-2018",55.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16609,Source of non improved drinking water by households,Percent,Unprotected dug well,Mara,TZA001020,2012,"NBS_Population and Housing Census, 2012_2013-2018",23.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16612,Source of non improved drinking water by households,Percent,Unprotected dug well,Singida,TZA001013002,2012,"NBS_Population and Housing Census, 2012_2013-2018",43.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16620,Source of non improved drinking water by households,Percent,Unprotected dug well,Morogoro,TZA001005,2012,"NBS_Population and Housing Census, 2012_2013-2018",15.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16631,Source of non improved drinking water by households,Percent,Unprotected dug well,Mtwara,TZA001009,2012,"NBS_Population and Housing Census, 2012_2013-2018",22.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16642,Source of non improved drinking water by households,Percent,Unprotected dug well,Pwani,TZA001006,2012,"NBS_Population and Housing Census, 2012_2013-2018",32.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16647,Source of non improved drinking water by households,Percent,Unprotected dug well,Mwanza,TZA001019,2012,"NBS_Population and Housing Census, 2012_2013-2018",22.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16648,Source of non improved drinking water by households,Percent,Unprotected dug well,Njombe,TZA001022,2012,"NBS_Population and Housing Census, 2012_2013-2018",11.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16649,Source of non improved drinking water by households,Percent,Unprotected dug well,Ruvuma,TZA001010,2012,"NBS_Population and Housing Census, 2012_2013-2018",16.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16650,Source of non improved drinking water by households,Percent,Unprotected dug well,Rukwa,TZA001015,2012,"NBS_Population and Housing Census, 2012_2013-2018",22.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16651,Source of non improved drinking water by households,Percent,Unprotected dug well,Singida,TZA001013,2012,"NBS_Population and Housing Census, 2012_2013-2018",33.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16652,Source of non improved drinking water by households,Percent,Unprotected dug well,Tabora,TZA001014,2012,"NBS_Population and Housing Census, 2012_2013-2018",55.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16653,Source of non improved drinking water by households,Percent,Unprotected dug well,Simiyu,TZA001024,2012,"NBS_Population and Housing Census, 2012_2013-2018",17.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16654,Source of non improved drinking water by households,Percent,Unprotected dug well,Shinyanga,TZA001017,2012,"NBS_Population and Housing Census, 2012_2013-2018",27.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16655,Source of non improved drinking water by households,Percent,Unprotected dug well,Tanga,TZA001004,2012,"NBS_Population and Housing Census, 2012_2013-2018",18.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16660,Source of non improved drinking water by households,Percent,Unprotected dug well,Arusha,TZA001002,2012,"NBS_Population and Housing Census, 2012_2013-2018",3.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16665,Source of non improved drinking water by households,Percent,Unprotected dug well,Geita,TZA001025001,2012,"NBS_Population and Housing Census, 2012_2013-2018",37.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16682,Source of non improved drinking water by households,Percent,Unprotected dug well,Iringa,TZA001011,2012,"NBS_Population and Housing Census, 2012_2013-2018",13.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16693,Source of non improved drinking water by households,Percent,Unprotected dug well,Geita,TZA001025,2012,"NBS_Population and Housing Census, 2012_2013-2018",38.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16704,Source of non improved drinking water by households,Percent,Unprotected Spring,Kagera,TZA001018,2012,"NBS_Population and Housing Census, 2012_2013-2018",32.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16715,Source of non improved drinking water by households,Percent,Unprotected Spring,Katavi,TZA001023,2012,"NBS_Population and Housing Census, 2012_2013-2018",6.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16726,Source of non improved drinking water by households,Percent,Unprotected Spring,Kilimanjaro,TZA001003,2012,"NBS_Population and Housing Census, 2012_2013-2018",7.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16727,Source of non improved drinking water by households,Percent,Unprotected Spring,Morogoro,TZA001005002,2012,"NBS_Population and Housing Census, 2012_2013-2018",12.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16737,Source of non improved drinking water by households,Percent,Unprotected Spring,Lindi,TZA001008,2012,"NBS_Population and Housing Census, 2012_2013-2018",7.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16748,Source of non improved drinking water by households,Percent,Unprotected Spring,Manyara,TZA001021,2012,"NBS_Population and Housing Census, 2012_2013-2018",10.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16759,Source of non improved drinking water by households,Percent,Unprotected Spring,Mbeya,TZA001012,2012,"NBS_Population and Housing Census, 2012_2013-2018",16.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16770,Source of non improved drinking water by households,Percent,Unprotected Spring,Mara,TZA001020,2012,"NBS_Population and Housing Census, 2012_2013-2018",19.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16773,Source of non improved drinking water by households,Percent,Unprotected Spring,Singida,TZA001013002,2012,"NBS_Population and Housing Census, 2012_2013-2018",12.9,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16781,Source of non improved drinking water by households,Percent,Unprotected Spring,Morogoro,TZA001005,2012,"NBS_Population and Housing Census, 2012_2013-2018",7.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16792,Source of non improved drinking water by households,Percent,Unprotected Spring,Mtwara,TZA001009,2012,"NBS_Population and Housing Census, 2012_2013-2018",7.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16803,Source of non improved drinking water by households,Percent,Unprotected Spring,Pwani,TZA001006,2012,"NBS_Population and Housing Census, 2012_2013-2018",3.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16808,Source of non improved drinking water by households,Percent,Unprotected Spring,Mwanza,TZA001019,2012,"NBS_Population and Housing Census, 2012_2013-2018",10.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16809,Source of non improved drinking water by households,Percent,Unprotected Spring,Njombe,TZA001022,2012,"NBS_Population and Housing Census, 2012_2013-2018",18.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16810,Source of non improved drinking water by households,Percent,Unprotected Spring,Ruvuma,TZA001010,2012,"NBS_Population and Housing Census, 2012_2013-2018",14.5,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16811,Source of non improved drinking water by households,Percent,Unprotected Spring,Rukwa,TZA001015,2012,"NBS_Population and Housing Census, 2012_2013-2018",17.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16812,Source of non improved drinking water by households,Percent,Unprotected Spring,Singida,TZA001013,2012,"NBS_Population and Housing Census, 2012_2013-2018",11.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16813,Source of non improved drinking water by households,Percent,Unprotected Spring,Tabora,TZA001014,2012,"NBS_Population and Housing Census, 2012_2013-2018",5.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16814,Source of non improved drinking water by households,Percent,Unprotected Spring,Simiyu,TZA001024,2012,"NBS_Population and Housing Census, 2012_2013-2018",4.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16815,Source of non improved drinking water by households,Percent,Unprotected Spring,Shinyanga,TZA001017,2012,"NBS_Population and Housing Census, 2012_2013-2018",6.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16816,Source of non improved drinking water by households,Percent,Unprotected Spring,Tanga,TZA001004,2012,"NBS_Population and Housing Census, 2012_2013-2018",16.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16822,Source of non improved drinking water by households,Percent,Unprotected Spring,Dodoma,TZA001001,2012,"NBS_Population and Housing Census, 2012_2013-2018",4.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16828,Source of non improved drinking water by households,Percent,Unprotected Spring,Arusha,TZA001002006,2012,"NBS_Population and Housing Census, 2012_2013-2018",3.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16833,Source of non improved drinking water by households,Percent,Unprotected Spring,Arusha,TZA001002,2012,"NBS_Population and Housing Census, 2012_2013-2018",6.9,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16838,Source of non improved drinking water by households,Percent,Unprotected Spring,Geita,TZA001025001,2012,"NBS_Population and Housing Census, 2012_2013-2018",24.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16865,Source of non improved drinking water by households,Percent,Bottled water,Kagera,TZA001018,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16876,Source of non improved drinking water by households,Percent,Bottled water,Katavi,TZA001023,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16887,Source of non improved drinking water by households,Percent,Bottled water,Kilimanjaro,TZA001003,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16888,Source of non improved drinking water by households,Percent,Bottled water,Morogoro,TZA001005002,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16898,Source of non improved drinking water by households,Percent,Bottled water,Lindi,TZA001008,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16909,Source of non improved drinking water by households,Percent,Bottled water,Mara,TZA001020,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16912,Source of non improved drinking water by households,Percent,Bottled water,Singida,TZA001013002,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16920,Source of non improved drinking water by households,Percent,Bottled water,Morogoro,TZA001005,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16931,Source of non improved drinking water by households,Percent,Bottled water,Mtwara,TZA001009,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16942,Source of non improved drinking water by households,Percent,Bottled water,Pwani,TZA001006,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16947,Source of non improved drinking water by households,Percent,Bottled water,Mwanza,TZA001019,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16948,Source of non improved drinking water by households,Percent,Bottled water,Njombe,TZA001022,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16949,Source of non improved drinking water by households,Percent,Bottled water,Ruvuma,TZA001010,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16950,Source of non improved drinking water by households,Percent,Bottled water,Rukwa,TZA001015,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16951,Source of non improved drinking water by households,Percent,Bottled water,Singida,TZA001013,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16952,Source of non improved drinking water by households,Percent,Bottled water,Tabora,TZA001014,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16953,Source of non improved drinking water by households,Percent,Bottled water,Simiyu,TZA001024,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16954,Source of non improved drinking water by households,Percent,Bottled water,Shinyanga,TZA001017,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16955,Source of non improved drinking water by households,Percent,Bottled water,Tanga,TZA001004,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16961,Source of non improved drinking water by households,Percent,Bottled water,Dodoma,TZA001001,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16967,Source of non improved drinking water by households,Percent,Bottled water,Arusha,TZA001002006,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16972,Source of non improved drinking water by households,Percent,Bottled water,Arusha,TZA001002,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16977,Source of non improved drinking water by households,Percent,Bottled water,Geita,TZA001025001,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
16994,Source of non improved drinking water by households,Percent,Bottled water,Iringa,TZA001011,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17005,Source of non improved drinking water by households,Percent,Bottled water,Geita,TZA001025,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17016,Source of non improved drinking water by households,Percent,Bottled water,Kigoma,TZA001016,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17027,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Kagera,TZA001018,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17038,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Katavi,TZA001023,2012,"NBS_Population and Housing Census, 2012_2013-2018",2.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17049,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Kilimanjaro,TZA001003,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17050,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Morogoro,TZA001005002,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17060,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Lindi,TZA001008,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.5,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17071,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Manyara,TZA001021,2012,"NBS_Population and Housing Census, 2012_2013-2018",6.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17082,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Mbeya,TZA001012,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17093,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Mara,TZA001020,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17096,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Singida,TZA001013002,2012,"NBS_Population and Housing Census, 2012_2013-2018",2.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17104,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Morogoro,TZA001005,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17115,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Pwani,TZA001006,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17120,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Mwanza,TZA001019,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17121,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Njombe,TZA001022,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17122,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Ruvuma,TZA001010,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17123,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Rukwa,TZA001015,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17124,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Singida,TZA001013,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.5,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17125,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Tabora,TZA001014,2012,"NBS_Population and Housing Census, 2012_2013-2018",2.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17126,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Simiyu,TZA001024,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17127,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Shinyanga,TZA001017,2012,"NBS_Population and Housing Census, 2012_2013-2018",5.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17128,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Tanga,TZA001004,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17134,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Dodoma,TZA001001,2012,"NBS_Population and Housing Census, 2012_2013-2018",5.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17140,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Arusha,TZA001002006,2012,"NBS_Population and Housing Census, 2012_2013-2018",3.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17145,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Arusha,TZA001002,2012,"NBS_Population and Housing Census, 2012_2013-2018",2.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17150,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Geita,TZA001025001,2012,"NBS_Population and Housing Census, 2012_2013-2018",6.7,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17167,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Iringa,TZA001011,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.9,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17178,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Geita,TZA001025,2012,"NBS_Population and Housing Census, 2012_2013-2018",5.9,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17189,Source of non improved drinking water by households,Percent,Cart with small tank/drum,Kigoma,TZA001016,2012,"NBS_Population and Housing Census, 2012_2013-2018",2.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17200,Source of non improved drinking water by households,Percent,Tanker truck,Kagera,TZA001018,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17211,Source of non improved drinking water by households,Percent,Tanker truck,Katavi,TZA001023,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17222,Source of non improved drinking water by households,Percent,Tanker truck,Kilimanjaro,TZA001003,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17223,Source of non improved drinking water by households,Percent,Tanker truck,Morogoro,TZA001005002,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17233,Source of non improved drinking water by households,Percent,Tanker truck,Lindi,TZA001008,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.6,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17244,Source of non improved drinking water by households,Percent,Tanker truck,Manyara,TZA001021,2012,"NBS_Population and Housing Census, 2012_2013-2018",3.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17255,Source of non improved drinking water by households,Percent,Tanker truck,Mbeya,TZA001012,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17264,Source of non improved drinking water by households,Percent,Tanker truck,Mtwara,TZA001009,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17275,Source of non improved drinking water by households,Percent,Tanker truck,Pwani,TZA001006,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17280,Source of non improved drinking water by households,Percent,Tanker truck,Mwanza,TZA001019,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17281,Source of non improved drinking water by households,Percent,Tanker truck,Njombe,TZA001022,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17282,Source of non improved drinking water by households,Percent,Tanker truck,Ruvuma,TZA001010,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.0,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17283,Source of non improved drinking water by households,Percent,Tanker truck,Rukwa,TZA001015,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17284,Source of non improved drinking water by households,Percent,Tanker truck,Singida,TZA001013,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17285,Source of non improved drinking water by households,Percent,Tanker truck,Tabora,TZA001014,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.1,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17286,Source of non improved drinking water by households,Percent,Tanker truck,Simiyu,TZA001024,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17287,Source of non improved drinking water by households,Percent,Tanker truck,Shinyanga,TZA001017,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17288,Source of non improved drinking water by households,Percent,Tanker truck,Tanga,TZA001004,2012,"NBS_Population and Housing Census, 2012_2013-2018",1.8,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17294,Source of non improved drinking water by households,Percent,Tanker truck,Dodoma,TZA001001,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17300,Source of non improved drinking water by households,Percent,Tanker truck,Arusha,TZA001002006,2012,"NBS_Population and Housing Census, 2012_2013-2018",3.4,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17305,Source of non improved drinking water by households,Percent,Tanker truck,Arusha,TZA001002,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.3,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
17310,Source of non improved drinking water by households,Percent,Tanker truck,Geita,TZA001025001,2012,"NBS_Population and Housing Census, 2012_2013-2018",0.2,"TZA_Population and Housing Census (PHC) 2012, National Bureau of Statistics, Tanzania"
